word	kept	dropped	passes	tier
一面	17 19	13	19 | 13 17 19 | 17 19	jmdict
一顧	30	35	30 | 35 | 30	jmdict
一風	13	18	13 | 13 18 | 13	jmdict
一飛	19	15	19 | 19 | 15 19	jmdict
丁寧	13	30	13 | 30 | 13	jmdict
丁目	17	26	17 | 17 26 | 17	jmdict
七七日	16	33	16 33 | 16 | 16	jmdict
七三	18	42	18 42 | 18 | 18	jmdict
七宝	32 40	51	40 51 | 32 40 | 32 40	jmdict
七福神	53	20	20 | 53 | 53	jmdict
七色	19	18	18 | 19 | 19	jmdict
七草	54	43	54 | 54 | 43 54	jmdict
万世	16	33	16 33 | 16 | 16	corpus
万年	16	19	16 19 | 16 | 16	jmdict
万物	50 51	53	50 51 | 50 53 | 51	jmdict
万端	19	10	10 19 | 19 | 19	jmdict
丈	19	56	19 | 19 56 | 19	jmdict
三代	16 21	19	16 | 16 21 | 19 21	jmdict
三位一体	10	11	10 | 10 11 | 10	jmdict
三体	19	53	53 | 19 | 19	jmdict
三味線	45	32	45 | 32 45 | 45	jmdict
三塁	17	33	17 33 | 17 | 17	jmdict
三塁打		10 15 33	33 | 15 | 10	jmdict
三宝	33	40	33 40 | 33 | 33	jmdict
三年	16	19	16 | 16 | 16 19	jmdict
三度	19	16	19 | 16 19 | 19	jmdict
三役	24	27 36	24 | 24 36 | 24 27	jmdict
三拍子	19	32	32 | 19 | 19	jmdict
三振	15	10 19	10 19 | 15 | 15	jmdict
三文	19	37	19 | 19 | 19 37	jmdict
三方	19	40	40 | 19 | 19	jmdict
三昧	30	33	30 | 30 | 33	jmdict
三校	32	31	31 32 | 32 | 32	jmdict
三次	19	26	26 | 19 | 19	jmdict
三段目	19	32 33	32 33 | 19 | 19	jmdict
三段跳び	33	32	33 | 33 | 32	jmdict
三流	11	13 19	11 | 11 19 | 13	jmdict
三男	21	20	20 21 | 21 | 21	jmdict
三省	27	36	27 | 36 | 27	jmdict
三種	11	19	11 | 11 19 | 11	jmdict
三等	19	11	19 | 19 | 11 19	jmdict
三者	20	22	20 | 20 | 22	jmdict
三色	18	11 19	11 18 | 18 | 19	jmdict
三角形	18	19	18 19 | 18 | 18	jmdict
三角関係	35	22	35 | 22 35 | 35	jmdict
三輪	45	40	45 | 40 | 45	jmdict
三選	36	15 34	15 | 34 36 | 36	jmdict
三重殺		10 15 33	33 | 10 | 15	jmdict
三面	19	18	19 | 19 | 18	jmdict
三食	43	16	16 43 | 43 | 43	jmdict
上々	13	19	13 19 | 13 | 13	jmdict
上がり	15 37	19	19 | 15 37 | 15 37	corpus
上げ下げ	15	42	15 42 | 15 | 15	jmdict
上げ潮	50	14	50 | 50 | 14 50	jmdict
上り下り	15 19	17	15 19 | 15 19 | 15 17	jmdict
上り坂	17	18	17 | 17 18 | 17	jmdict
上下	17	13 18 19	17 | 13 18 | 17 19	corpus
上乗せ	19	15	19 | 19 | 15 19	corpus
上京	15	17	15 17 | 15 | 15	jmdict
上人	24	20 33	20 33 | 24 | 24	corpus
上向き	13 18	15	18 | 13 18 | 13 15	jmdict
上場	37	15 38	37 38 | 37 | 15 37	corpus
上官	24 36	25	24 36 | 24 36 | 24 25	jmdict
上層		17 19 20 25 26	20 | 17 25 | 19 26	jmdict
上席	25	24 36	25 36 | 25 | 24 25	jmdict
上座	17 35	25	17 25 | 17 35 | 17 35	jmdict
上手	24	30	24 | 24 30 | 24	jmdict
上手投げ	15	30	30 | 15 | 15	jmdict
上方	17	26	17 | 17 26 | 17	corpus
上昇気流	50	52	50 | 50 52 | 50	jmdict
上段	17	19	17 | 17 | 17 19	jmdict
上水	47 51	43	43 51 | 47 51 | 47 51	jmdict
上流	17	38	17 | 17 38 | 17	corpus
上滑り	15	19	15 | 15 19 | 15	jmdict
上申	31	36	31 | 31 | 31 36	jmdict
上皇	20 36	25	20 36 | 20 36 | 20 25	jmdict
上等	13	19	13 | 13 19 | 13	jmdict
上背	56	19	56 | 56 | 19 56	jmdict
上辺	18	13	13 18 | 18 | 18	jmdict
上達	15	19	15 | 15 19 | 15	jmdict
上部	17	18	17 | 17 18 | 17	jmdict
下げ足	15 19	56	15 19 | 15 19 | 15 56	jmdict
下り列車	15	45	15 | 45 | 15	jmdict
下り坂	13 17	15	13 17 | 13 15 | 13 17	jmdict
下側	17	18	17 | 17 | 17 18	jmdict
下品	13	33	13 | 13 33 | 13	jmdict
下地	41	13 30	41 | 30 41 | 13 41	jmdict
下士官	24	36	24 | 24 | 24 36	jmdict
下宿	44	33	33 44 | 44 | 44	jmdict
下層	26	13	26 | 26 | 13 26	jmdict
下座	17 25	35	17 25 | 17 35 | 17 25	jmdict
下戸	24	20	24 | 20 | 24	jmdict
下手	24	30	24 | 24 30 | 24	jmdict
下手くそ	24	13 20	20 | 24 | 13 24	jmdict
下手投げ		15 30 32	32 | 15 | 30	jmdict
下敷き	40	45	40 | 40 | 40 45	jmdict
下方	17	19	17 | 17 | 17 19	corpus
下流	17	15	15 17 | 17	corpus
下界	17	26 50	17 26 | 17 | 17 50	jmdict
下積み	33	38	33 | 33 | 33 38	jmdict
下落	15 19	37	15 19 | 15 19 | 15 37	corpus
下見	30	35	30 | 30 35 | 30	jmdict
下請	27 38	24	24 38 | 27 38 | 27 38	corpus
下野	15 17	36	15 36 | 15 17 | 15 17	jmdict
下馬	15	17	17 | 15 | 15	jmdict
下馬評	31	10	10 31 | 31 | 31	jmdict
不仲	35	13	35 | 13 35 | 35	jmdict
不作	19	47	19 | 19 | 47	jmdict
不作為	34	10 15	10 | 15 34 | 34	jmdict
不信任	34	30	30 34 | 34 | 34	jmdict
不健康	13	57	13 | 13 | 13 57	jmdict
不全	13	15	13 | 13 15 | 13	corpus
不具	13	10	10 13 | 13 | 13	corpus
不具合	10	13 15	10 | 10 13 | 10 15	corpus
不動産屋	24	37	24 | 24 | 24 37	jmdict
不十分	13	19	13 | 13 | 13 19	corpus
不協和音	50	32	50 | 32 | 50	jmdict
不参	35	15	35 | 35 | 15	corpus
不参加	10	34 35	35 | 10 34 | 10	corpus
不可思議	13	10	13 | 13 | 10 13	jmdict
不可抗力	14	50	14 | 14 | 14 50	jmdict
不合格	13	34	13 | 13 34 | 13	corpus
不名誉	13	33	13 | 13 | 13 33	jmdict
不和	13 35	10	10 35 | 13 35 | 13 35	jmdict
不問	34	10	34 | 34 | 10 34	jmdict
不器用	13	30	13 | 13 | 13 30	jmdict
不均衡	13	19	13 | 13 | 13 19	jmdict
不始末	10	34	10 | 10 | 10 34	jmdict
不定	13	19	13 19 | 13 | 13	jmdict
不実	13	10 30	13 | 13 30 | 10 13	jmdict
不幸	13	10 30	13 | 13 30 | 10 13	jmdict
不得手	13	30	13 | 13 | 13 30	jmdict
不思議	13	30	13 | 13 | 13 30	jmdict
不惑	16	30	16 | 30 | 16	jmdict
不慣れ	30	13	13 | 30 | 30	corpus
不戦		10 34 36	10 | 34 | 36	jmdict
不戦勝	10 15	35	15 35 | 10 15 | 10	jmdict
不手際	10	15 30	10 15 | 10 | 30	jmdict
不整	13	18	13 | 13 18 | 13	corpus
不文律	34	33	34 | 33 34 | 34	jmdict
不条理	13	10	13 | 10 13 | 13	jmdict
不正確	13	10	13 | 13 | 10 13	corpus
不毛	13	47	13 47 | 13 | 13	jmdict
不法	34	36	34 | 34 | 34 36	jmdict
不滅	13	57	13 | 13 | 13 57	jmdict
不漁	38	10 15 19	15 38 | 38 | 10 19	jmdict
不熱心	13	30	30 | 13 | 13	jmdict
不用意	13	30	13 | 30 | 13	jmdict
不発	15	10 13	15 | 10 15 | 13 15	corpus
不眠不休	13	16	13 | 16 | 13	jmdict
不知火	50	52	50 52 | 50 | 50	jmdict
不確か	13	10	10 | 13 | 13	jmdict
不義	34	10	10 34 | 34 | 34	jmdict
不老	57	13	57 | 57 | 13 57	jmdict
不肖	20	13	20 | 20 | 13 20	jmdict
不能	13	15	13 15 | 13 | 13	corpus
不自由	13	34	13 | 13 | 13 34	jmdict
不行き届き	10 13	30	10 | 13 30 | 10 13	jmdict
不衛生	13	33	13 | 13 | 13 33	jmdict
不詳	10	13	10 | 10 13 | 10	jmdict
不調	13	15	13 | 13 15 | 13	corpus
不買	37	35	37 | 37 | 35 37	jmdict
不足	19	13	13 19 | 19 | 19	corpus
不退転	13	30	13 | 30 | 13	jmdict
不透明	13	18	13 | 13 18 | 13	corpus
不通	15	13	13 15 | 15 | 15	jmdict
不都合	10	13	10 | 10 13 | 10	jmdict
不順	13	16	13 | 13 | 13 16	jmdict
与え	15	31 37	15 | 15 37 | 15 31	corpus
世	16 26	33	26 33 | 16 26 | 16	corpus
世代	16	11 19 20	11 16 | 16 19 | 16 20	corpus
世帯数	19	20	19 | 19 | 19 20	jmdict
世情	33	13	33 | 13 33 | 33	jmdict
世界中	26	17	17 26 | 26 | 26	jmdict
世界各地	26	17	26 | 26 | 17 26	jmdict
世界遺産	33	32 40	32 33 | 33 | 33 40	jmdict
世評	31	10	31 | 31 | 10 31	jmdict
世論	30	31 33	30 | 30 31 | 30 33	corpus
世間	26	33	26 33 | 26 | 26	jmdict
世間体	13 33	30	13 33 | 13 33 | 30 33	jmdict
世間知らず	20	24	20 | 20 | 20 24	jmdict
丘陵	50	17	50 | 17 50 | 50	jmdict
丙	11	19	11 19 | 11 | 11	jmdict
両岸	17	47	17 | 17 | 17 47	jmdict
両極	13 19	17	19 | 13 19 | 13 17	jmdict
両生類	55	53	53 | 55 | 55	jmdict
両用	13	15	13 | 15 | 13	jmdict
両端	17 18	19	17 18 | 17 19 | 17 18	corpus
両翼	18	56	18 | 18 | 18 56	jmdict
両論	10 30	31	10 30 | 10 31 | 10 30	jmdict
両輪	15 19	11	11 19 | 15 19 | 15	jmdict
両院	27	36	27 | 27 36 | 27	corpus
両雄	20	24	20 24 | 20 | 20	jmdict
並び	18 19	11	18 | 11 18 19 | 18 19	corpus
並列	19	13 15 18	19 | 13 15 | 18 19	corpus
並列処理	15 38	30	15 38 | 15 38 | 30 38	corpus
並木	54	47	47 54 | 54 | 54	jmdict
並立	15	10 13	15 | 13 15 | 10	jmdict
並行	15	16 19	16 19 | 15 | 15	corpus
中二階	44	17	44 | 17 44 | 44	jmdict
中佐	24	25 36	24 36 | 24 25 | 24	jmdict
中傷	31	35	31 | 31 35 | 31	corpus
中共	26	27 36	26 36 | 26 | 26 27	jmdict
中前	17	40	40 | 17 | 17	jmdict
中原	17	47	17 47 | 17 | 17	jmdict
中和	15	50	15 | 15 50 | 15	corpus
中垣	44	47	44 | 44 47 | 44	jmdict
中堅	27	24	27 | 27 | 24	corpus
中央	17	26	17 | 17 26 | 17	corpus
中学	27	33 44	27 | 27 44 | 27 33	jmdict
中学生	20	24	20 | 20 24 | 20	jmdict
中島	17	26	17 | 17 | 26	jmdict
中年	16	20	16 | 16 20 | 16	jmdict
中心	17 19	13	17 19 | 17 19 | 13 17	corpus
中性	13	51	13 | 13 51 | 13	jmdict
中枢	10 17	27	17 27 | 10 17 | 10 17	corpus
中核	10	13 19	10 | 10 13 | 10 19	corpus
中波	50	52	50 | 50 | 50 52	jmdict
中流	13	19 20 26 37	26 37 | 13 20 | 13 19	jmdict
中火	19	14	19 | 19 | 14	jmdict
中程	19	17	19 | 17 19 | 19	corpus
中空	17 18	52	17 18 | 17 52 | 17 18	jmdict
中立	13	25	13 | 13 | 13 25	corpus
中等	19	11 13	13 | 19 | 11 19	jmdict
中継	15 35	31	15 35 | 15 35 | 15 31 35	corpus
中華	33	23 43	33 43 | 23 33 | 33	jmdict
中華鍋	45	40	45 | 40 45 | 45	jmdict
中距離	19	17	19 | 17 19 | 19	jmdict
中距離核戦力	40	45	40 | 40 45 | 40	jmdict
中身	10 18	40	10 40 | 10 18 | 10 18	corpus
中軸	18	13	18 | 18 | 13 18	jmdict
中間	19	17	19 | 17 19 | 19	corpus
中頃	16	19	16 | 16 | 16 19	corpus
中飛		30 33 40	40 | 33 | 30	jmdict
中高	33	19 27	19 | 27 33 | 33	jmdict
丸	18	19 40	19 | 18 | 18 40	corpus
丸出し	13	18	18 | 13 | 13	jmdict
丸抱え	37 38	15	37 38 | 37 | 15 37 38	jmdict
丸木	41	54	41 | 41 | 41 54	jmdict
丸洗い	15	33	15 33 | 15 | 15	jmdict
丹精	30	33	30 33 | 30 | 30	jmdict
主体	20	10 27	20 27 | 10 20 | 20	corpus
主力	14 38	40	14 40 | 14 38 | 14 38	corpus
主唱	31	24 32	24 | 31 32 | 31	jmdict
主客	20 25	22	20 25 | 20 25 | 22	jmdict
主将	24	25	24 | 24 25 | 24	jmdict
主導	36	15	36 | 36 | 15 36	corpus
主導権	34	36	34 | 34 36 | 34	jmdict
主席	24 25	36	24 25 | 24 36 | 24 25	corpus
主文	31	34	31 34 | 31 | 31	jmdict
主犯	24	36	24 | 24 | 24 36	corpus
主管	36	27	36 | 27 36 | 36	jmdict
主義者	24	20	24 | 24 | 20	jmdict
主翼	45	40 56	45 | 45 56 | 40	jmdict
主調	13	30	13 | 13 | 13 30	corpus
主賓	20 35	22	20 35 | 22 35 | 20 35	jmdict
主軸	10 18	14	10 14 | 10 18 | 10 18	corpus
主題	10	31	10 | 10 31 | 10	corpus
丼	40 43	45	40 43 | 40 45 | 40 43	jmdict
乖離	10 15	13	10 15 | 13 15 | 10 15	corpus
乗	15	36	15 | 15 | 15 36	corpus
乗っ取り	15	36	15 | 15 | 15 36	corpus
乗り		15 24 30	15 | 30 | 24	corpus
乗り心地	13	18	13 18 | 13 | 13	jmdict
乗用車	45	40	45 | 45 | 40 45	jmdict
乗算	19	30	19 | 19 30 | 19	corpus
乗船	15	35	15 | 15 | 15 35	jmdict
乙	13	11	13 | 13 | 11	jmdict
九九	19	31 32 33	19 33 | 31 | 19 32	jmdict
九重	17	19 44	17 44 | 19 | 17	jmdict
乞食	24	20	24 | 20 24 | 24	jmdict
乱	10 15	14	14 | 10 15 | 10 15	corpus
乱世	16 36	33	16 36 | 16 33 | 16 36	jmdict
乱伐	15 47	38	15 47 | 15 38 | 15 47	jmdict
乱取り	33	35	33 35 | 33 | 33	jmdict
乱数	19	50	19 | 19 50 | 19	corpus
乱暴	13	15	13 | 13 15 | 13	jmdict
乱用	15	34	15 | 15 | 15 34	corpus
乱発	15	37	15 37 | 15 | 15	jmdict
乱舞	32	15 33	32 | 15 | 32 33	jmdict
乾燥	15	13 50	13 15 | 15 50 | 15	jmdict
亀甲	18	40	18 | 18 | 18 40	jmdict
亀裂	18	15	18 | 18 | 15 18	jmdict
了	10	15	10 | 15 | 10	jmdict
了と		10 15	10 | 15	corpus
了解	30 31	35	30 31 | 30 31 | 30 35	jmdict
予	30	16	30 | 30 | 16	corpus
予備	40	10 13 19	13 40 | 10 40 | 19 40	corpus
予備校	27	33 44	27 33 | 27 | 27 44	jmdict
予告	31	35	31 | 31 35 | 31	corpus
予想外	13	10	13 | 10 | 13	jmdict
予科	27	33	27 33 | 27 | 27	jmdict
予算削減	37	38	37 | 37 38 | 37	corpus
予習	30	33	30 | 30 33 | 30	jmdict
予行	30	15	15 | 30 | 30	jmdict
予選	35	10 15	10 15 | 35 | 35	jmdict
予防接種	57	33	57 | 57 | 33	jmdict
争	34 36	10 35	34 36 | 34 35 | 10 34 36	corpus
争奪	15 36	35	15 36 | 15 35 | 15 36	jmdict
争議	35	10 34 36	34 | 35 36 | 10 35	jmdict
事件記者	24	31	24 31 | 24 | 24	jmdict
事例集	31 32	11	11 32 | 31 32 | 31 32	jmdict
事典	31 32	40	31 32 | 32 40 | 31 32	jmdict
事実上	13	10	10 | 13 | 13	corpus
事実無根	10	13	10 13 | 10 | 10	jmdict
事実認定	10 36	34	34 36 | 10 36 | 10 36	corpus
事情	10	13 30	10 13 | 10 | 10 30	corpus
事象	10	50	10 | 10 | 10 50	corpus
二つ目		11 19 24	24 | 11 | 19	jmdict
二世	20	21 24	20 21 | 20 24 | 20	jmdict
二佐	24	25	24 25 | 24 | 24	jmdict
二元論	30	10	30 | 10 30 | 30	jmdict
二分	19	15	15 19 | 19 | 19	jmdict
二塁打		10 15 33	10 | 33 | 15	jmdict
二度寝	33	15	33 | 15 | 33	jmdict
二律背反	10	13	10 | 10 13 | 10	jmdict
二本立て	11	38	11 38 | 11 | 11	jmdict
二枚舌	30	31	30 | 30 31 | 30	jmdict
二次元	19	18	19 | 19 | 18	jmdict
二死	19	10	10 | 19 | 19	jmdict
二流	13	19	13 | 13 | 13 19	jmdict
二百二十日	16	33	16 | 16 33 | 16	jmdict
二百十日	16	33	16 33 | 16 | 16	jmdict
二者	22	11	22 | 11 22 | 22	jmdict
二者択一	10 30	11	10 30 | 10 30 | 10 11	jmdict
二軍	27	38	27 38 | 27 | 27	jmdict
二輪車	45	40	45 | 45 | 40 45	jmdict
二部	11 27	38	27 38 | 11 27 | 11	jmdict
二重	19	18	19 | 18 19 | 19	corpus
二重写し	32	31	32 | 31 | 32	jmdict
二院	27	36	27 36 | 27 | 27	jmdict
二食	43	19	43 | 43 | 19	jmdict
互い	22	10	10 | 22 | 22	corpus
五人組	27	20 22 33	27 33 | 22 | 20 27	jmdict
五分五分	19	13	19 | 19 | 13 19	jmdict
五線譜	32	40 45	32 | 32 45 | 32 40	jmdict
五色		11 18 19	19 | 11 | 18	jmdict
五輪	33	32	33 | 32 | 33	jmdict
井戸水	43 50	51	43 51 | 43 50 | 43 50	jmdict
亜熱帯	50	17	50 | 50 | 17 50	jmdict
亡国	26	36	26 | 26 | 26 36	jmdict
亡骸	56	20 57	56 57 | 56 | 20 56	jmdict
交互	13	19	13 | 13 | 13 19	jmdict
交付	37	15	15 | 37 | 37	jmdict
交代	15	35	15 | 15 35 | 15	corpus
交差	15	17	15 | 15 17 | 15	corpus
交差点	17	44	17 | 17 | 17 44	jmdict
交換条件	34 35	37	34 35 | 34 35 | 34 37	jmdict
交通	15 38	47	38 47 | 15 38 | 15 38	corpus
交配	15 53	57	15 53 | 15 57 | 15 53	jmdict
享受	37	15	15 37 | 37 | 37	jmdict
京劇	32	33	32 | 32 33 | 32	jmdict
京阪	26 27	38	27 38 | 26 | 26 27	jmdict
亭主	20 21	25	20 21 | 20 21 | 20 25	jmdict
人事異動	15 36	38	15 38 | 15 36 | 15 36	jmdict
人出	19	20	19 | 20 | 19	jmdict
人力車	45	40	40 45 | 45 | 45	jmdict
人口	19 20	26	19 26 | 19 20 | 19 20	corpus
人員	20 24	19	20 24 | 19 20 | 20 24	corpus
人工	13	11 15	13 | 13 | 11 15	corpus
人工呼吸	15	56 57	15 | 57 | 15 56	jmdict
人工透析	45	57	57 | 45 | 45	jmdict
人情	30	35	30 | 30 35 | 30	corpus
人情味	30	33	30 33 | 30 | 30	jmdict
人手	20	24	20 | 20 | 20 24	corpus
人文科学	32	38	32 38 | 32 | 32	jmdict
人格者	20	30	20 30 | 20 | 20	jmdict
人民	20	26	20 | 20 26 | 20	jmdict
人民元	37	51	37 | 37 | 37 51	jmdict
人民戦線	27	36	27 36 | 27 | 27	jmdict
人気	13	19 30	13 19 | 13 | 13 30	corpus
人波	20	19	20 | 19 20 | 20	jmdict
人減らし	15 38	36	36 38 | 15 38 | 15 38	jmdict
人災	10 15	50	10 15 | 15 50 | 10 15	jmdict
人為	15	30	15 | 15 | 15 30	jmdict
人生	57	33	57 | 33 | 57	corpus
人目	20	17 35	20 35 | 17 | 20	jmdict
人質	40	20 34	40 | 20 34 | 40	corpus
人通り	19 20	35	20 35 | 19 | 19 20	jmdict
人造	18	11 15 41	15 41 | 18 | 11 18	jmdict
人道主義	30	33	30 | 30 33 | 30	jmdict
人違い	10	35	10 | 10 | 10 35	jmdict
人選	30	34	30 | 30 34 | 30	jmdict
人里	17	26	17 | 17 26 | 17	jmdict
人間ドック	38	33	38 | 33 | 38	jmdict
人間像	20	13 18 30	13 20 | 18 20 | 20 30	jmdict
人間国宝	24 32	33	24 32 | 24 33 | 24 32	jmdict
人類学	32	33	32 | 32 33 | 32	jmdict
仁	30 34	33	30 34 | 30 33 | 30 34	jmdict
仁王	53	32	53 | 32 53 | 53	jmdict
仁義	34	30 33	34 | 30 34 | 33 34	jmdict
仇	22	20	22 | 22 | 20 22	jmdict
仇討ち	15 35	36	15 35 | 35 36 | 15 35	jmdict
介入	15 35	36	15 36 | 15 35 | 15 35	corpus
介護	33 35	38	35 | 33 35 | 33 38	jmdict
仏具	40	45	40 | 40 45 | 40	jmdict
仏典	32	33	32 33 | 32 | 32	jmdict
仏前	17 33	44	17 33 | 17 33 | 44	jmdict
仏塔	44	32	32 44 | 44 | 44	jmdict
仏文	31	32	31 | 31 | 31 32	jmdict
仏閣	44	33	33 44 | 44 | 44	jmdict
仏頂面	18	30	18 | 18 30 | 18	jmdict
仕	24 38	15	24 38 | 15 | 24 38	jmdict
仕上がり	13 18	15	13 15 | 18 | 13 18	jmdict
仕上げ	15	30	15 | 15 30 | 15	corpus
仕事	38	30	30 38 | 38 | 38	jmdict
仕事場	44	17	44 | 17 44 | 44	jmdict
仕事柄	38	33	38 | 38 | 33 38	jmdict
仕入れ	37	38	37 | 37 | 37 38	jmdict
仕入れ先	37	27 38	37 38 | 27 37 | 37	jmdict
仕切り	17 45	35 40	17 45 | 40 45 | 17 35	jmdict
仕向け	15 30	37	37 | 15 30 | 15 30	jmdict
仕掛	15 45	40	40 45 | 15 45 | 15 45	corpus
仕掛け	30 45	15 40	30 45 | 15 40 45 | 30 45	corpus
仕様	30	10 38 40	10 30 | 30 40 | 30 38	corpus
仕様書	31	32 40	31 32 | 31 | 31 40	corpus
仕立	15 32	42	15 32 | 15 42 | 15 32	corpus
仕組	10 30	18	10 30 | 10 18 | 10 30	corpus
仕返し	35	15	35 | 15 35 | 35	jmdict
他山の石	30	10 51	30 51 | 30 | 10 30	jmdict
他方	10	13	10 13 | 10	corpus
他殺	15	57	15 57 | 15 | 15	jmdict
他用	15	38	15 | 15 | 38	corpus
他界	57	15	57 | 15 57 | 57	jmdict
付き	15	13	15 | 13 | 15	corpus
付き添い	35	24	35 | 35 | 24 35	jmdict
付け出し		24 31 33 35 43	43 | 31 35 | 24 33	jmdict
付け加え	15	31	15 | 31 | 15	jmdict
付け届け	37	35	35 37 | 37 | 37	jmdict
付則	31	34	31 34 | 31 | 31	jmdict
付託	34 36	35	34 36 | 34 35 | 34 36	corpus
仙	20	53	20 53 | 20 | 20	jmdict
代	16 19	20 25	16 19 | 16 19 | 20 25	corpus
代わり		10 11 22 30 40	22 30 | 10 | 11 40	corpus
代人	24	20	24 | 20 24 | 24	jmdict
代執行	36	34	36 | 36 | 34 36	jmdict
代替	40	10 11 15	11 15 | 10 40 | 40	corpus
代理人	24 25	20	20 24 | 24 25 | 24 25	corpus
代理店	27 38	24	24 27 | 27 38 | 27 38	corpus
代用	37	40	37 40 | 37 | 37	jmdict
代行	35	15 38	35 | 35 38 | 15 35	corpus
代表	24	25	24 | 24 | 24 25	corpus
代表者	24	27	24 | 24 | 24 27	corpus
令	34 36	31	34 36 | 31 36 | 34 36	corpus
令嬢	20	21 25	20 | 20 21 | 20 25	jmdict
以下	19	17	17 | 19 | 19	corpus
以外	11	10	10 11 | 11 | 11	corpus
仮名遣い	31	33	31 | 31 | 31 33	jmdict
仮定	30	10	30 | 10 30 | 30	jmdict
仮想	13	18	13 | 13 | 13 18	corpus
仮装	33	42	33 | 33 42 | 33	jmdict
仮題	31	32	31 32 | 31 | 31	jmdict
仲人	24	35	24 35 | 24 | 24	jmdict
仲立ち	35	22 24	35 | 24 35 | 22 35	jmdict
仲良し	22	35	22 | 22 35 | 22	jmdict
仲裁	35 36	34	35 36 | 35 36 | 34 35	corpus
仲間入り	15 35	22	15 35 | 15 35 | 22 35	jmdict
件	10	34	10 | 10 | 10 34	corpus
任務	34 38	36	34 36 | 34 38 | 34 38	corpus
任命	36	15	36 | 15 36 | 36	corpus
任地	17	26	17 26 | 17 | 17	jmdict
任官	15 36	24	15 36 | 24 36 | 15 36	jmdict
任意	13	10 30	10 30 | 13 | 13	corpus
任意出頭	34	35 36	34 36 | 34 | 34 35	jmdict
任用	36	34	34 36 | 36 | 36	jmdict
企	27	30 38	27 | 27 | 30 38	corpus
企て	30	10	30 | 10 30 | 30	jmdict
企画	30 32	38	30 32 | 30 32 | 30 32 38	jmdict
伊	26	23	26 | 23 26 | 26	corpus
伊太利	23	26	26 | 23 | 23	jmdict
伊達	33	13	33 | 13 33 | 33	jmdict
伏線	32	10	10 32 | 32 | 32	jmdict
休み	16	15	15 16 | 16 | 16	jmdict
休会	15 27	35	35 | 15 27 | 15 27	corpus
休場	15	17	17 | 15 | 15	jmdict
休息	15	30	15 | 15 | 30	jmdict
休憩	15 33	16	15 33 | 15 33 | 16	jmdict
休憩所	44	17	44 | 44 | 17 44	jmdict
休校	15	27	15 | 15 | 15 27	jmdict
休演	32	15	32 | 15 32 | 32	jmdict
休職	38	15 34	34 38 | 15 38 | 38	jmdict
休講	15	33	15 33 | 15 | 15	jmdict
休養	33	15	15 | 33 | 33	jmdict
会員	24 27	20	24 27 | 20 27 | 24	corpus
会報	31	32 33	31 | 31 33 | 31 32	jmdict
会葬	35	33	35 | 33 35 | 35	jmdict
会議	35	31	35 | 31 35 | 35	corpus
会釈	35	31	35 | 31 35 | 35	jmdict
会食	35	33	33 35 | 35 | 35	jmdict
伝家	44	40	44 | 44 | 40	jmdict
伝票	40	31 37	37 40 | 40 | 31 40	jmdict
伝記	32	33	32 | 32 | 32 33	jmdict
伝説	33	10	33 | 33 | 10 33	jmdict
伝達	31	15 35	15 31 | 31 35 | 31	jmdict
伯	25	21	21 | 25 | 25	jmdict
伯仲	13 19	22	13 19 | 13 22 | 13 19	jmdict
伯楽	24	20	24 | 20 24 | 24	jmdict
伯爵	25	24	25 | 25 | 24 25	jmdict
伴	15	35	15 | 15 | 15 35	corpus
伴侶	22	21	22 | 21 22 | 22	jmdict
伸し	45	15	45 | 15 45 | 45	jmdict
伸び	19	14	19 | 14 19 | 19	corpus
伸びやか	18	13	13 | 18 | 18	jmdict
伺い	30 35	31	30 35 | 30 35 | 31 35	jmdict
似顔絵	32	40	32 40 | 32 | 32	jmdict
位	19	34	19 | 19 | 19 34	corpus
位相	13 18	19 50	13 18 | 13 19 | 18 50	jmdict
低下	13 15	19	15 19 | 13 15 | 13 15	corpus
低位	19	13	19 | 19 | 13 19	jmdict
低価	19	37	19 | 19 | 19 37	corpus
低価格	19	37	19 | 19 37 | 19	jmdict
低地	17	47	17 | 17 47 | 17	jmdict
低姿勢	13 30	18	13 18 | 30 | 13 30	jmdict
低学年	19	16 20 33	19 | 16 20 | 19 33	jmdict
低空	17 52	19	17 52 | 17 52 | 17 19	jmdict
低空飛行	15 17	13	15 17 | 13 17 | 15 17	jmdict
低音	50	32	32 | 50 | 50	jmdict
低額	19	37	19 | 19 | 19 37	jmdict
住	44	17 33	17 44 | 33 | 44	corpus
住まい	44	33	44 | 33 44 | 44	jmdict
住人	20	24	20 24 | 20 | 20	jmdict
住宅地	47	17 26	17 47 | 47 | 26 47	jmdict
住宅街	26 44	17	26 44 | 26 44 | 17 44	jmdict
住民	20	26	20 | 20 | 20 26	corpus
住民参加	35	25	25 35 | 35 | 35	jmdict
住民票	31	34 40	31 | 40 | 31 34	jmdict
体	18 56	51	18 51 56 | 56 | 18 56	corpus
体制	27 33	36	27 33 | 27 33 | 27 36	corpus
体勢	18	13	18 | 18 | 13 18	jmdict
体外受精	57	15	57 | 57 | 15 57	jmdict
体技		30 32 33	33 | 30 | 32	corpus
体操	33	32	33 | 33 | 32 33	jmdict
体液	56	51	51 56 | 56 | 56	jmdict
体育	33	32	33 | 32 33 | 33	jmdict
体臭	56	50	56 | 50 56 | 56	jmdict
体裁	13 18	30	13 18 | 13 18 | 18 30	corpus
体面	13	25 30 34	13 30 | 13 25 | 13 34	jmdict
