word	kept	dropped	passes	tier
ハネムーン	16	33	16 | 16 | 16 33	jmdict
ハム	43	24	24 43 | 43 | 43	jmdict
ハロゲン	51	46	46 51 | 51 | 51	jmdict
ハロン	51	19	51 | 19 | 51	jmdict
ハンガー	45	44	45 | 44 45 | 45	jmdict
ハンスト		15 34 35 36	36 | 15 34 | 35	jmdict
ハンティング		15 33 38	15 | 38 | 33	corpus
ハンデ	13	19	13 19 | 13 | 13	jmdict
ハンドボール	33	40	33 | 33 40 | 33	jmdict
ハンドリング	15	30	15 | 15 30 | 15	corpus
ハート	30 56	18	30 56 | 18 30 56 | 30 56	corpus
ハードトップ	18 45	40	45 | 18 40 | 18 45	jmdict
ハーレム	22 44	21 26	21 44 | 22 44 | 22 26 44	jmdict
バイオ	33	30 38	33 38 | 30 | 33	jmdict
バイオテクノロジー	30	38	38 | 30 | 30	jmdict
バイト	19 24	38	19 | 19 24 | 19 24 38	corpus
バイパス	15 17	45	15 17 45 | 15 | 15 17	corpus
バイブル	32	40	32 40 | 32 | 32	jmdict
バイリンガル	20	31	20 | 20 | 20 31	jmdict
バウ	17	45	17 | 45 | 17	corpus
バカンス	16	33	16 33 | 16 | 16	jmdict
バグ	13	10 55	13 | 10 55 | 13	corpus
バスケット	33 45	32 40	33 45 | 33 40 | 32 45	jmdict
バスター		15 24 33	15 | 24 | 33	jmdict
バスツアー	15	33	33 | 15 | 15	jmdict
バス停	17	44	17 | 17 | 17 44	corpus
バタバタ	13 50	15	15 50 | 13 | 13 50	jmdict
バタフライ	15 55	30	15 55 | 30 55 | 15 55	jmdict
バック	17	35	17 | 17 | 17 35	corpus
バックアップ	40	15 35	35 40 | 40 | 15 40	corpus
バックス	24	37	37 | 24 | 24	corpus
バックスクリーン	40	44	40 | 40 | 44	jmdict
バックハンド	15	30	30 | 15 | 15	jmdict
バックル	42	45	42 | 42 | 42 45	corpus
バッチ		11 15 32 38	11 32 | 38 | 15	corpus
バッチ処理	15	38	15 | 15 | 15 38	corpus
バッティング	15	33	15 | 33 | 15	jmdict
バッファ	45	40	40 | 45 | 45	corpus
バトン	45	40	45 | 45 | 40	jmdict
バブル	13 51	38 50	13 51 | 13 50 | 38 51	jmdict
バベルの塔	44	33	44 | 33 44 | 44	jmdict
バム	40	24	40 | 24 | 40	corpus
バムバム	50	10	10 | 50 | 50	jmdict
バランスシート	38	31 37	31 37 | 38 | 38	jmdict
バリア	40	17	40 | 40 | 17 40	corpus
バリエーション	11	18	11 | 11 | 11 18	jmdict
バリケード	40	45	40 | 45 | 40	jmdict
バリデーション	10	30	30 | 10 | 10	corpus
バルサ	41	27 54	27 | 41 | 41 54	corpus
バレル	19	40	19 | 19 40 | 19	corpus
バロメーター	13 45	30	13 45 | 13 45 | 30 45	jmdict
バン	45	43	45 | 45 | 43 45	corpus
バンス	37	45	37 | 37 | 45	jmdict
バンタム級	19	11	11 19 | 19 | 19	jmdict
バンド	19 32 42	40	19 32 42 | 19 32 42 | 19 32 40	corpus
バー	44 45	40	44 45 | 44 | 40 44 45	corpus
バーコード	18	40	18 | 40 | 18	jmdict
バート	20	45	20 | 45 | 20	corpus
バーバー	24	44	24 | 24 | 24 44	jmdict
パイル	41	19 40	40 41 | 19 41 | 41	corpus
パイロット	24	38	24 | 24 | 24 38	jmdict
パケット	40	31	40 | 31 | 40	corpus
パシフィック	50	26	50 | 50 | 26 50	jmdict
パス	17	15 31 35 40	17 | 15 17 31 35 40 | 17	corpus
パスカル	19	31	19 | 19 | 19 31	jmdict
パステル		40 41 45	41 | 40 | 45	jmdict
パスワード	30	31	30 | 30 | 31	corpus
パズル	30	33 40	30 | 30 40 | 30 33	jmdict
パチンコ	45	33	45 | 33 45 | 45	jmdict
パッキン	41	40	40 | 41 | 41	corpus
パッチワーク		32 40 42	40 | 32 | 42	jmdict
パット	15	33 42	33 42 | 15 | 15	jmdict
パッド	40 45	42	40 45 | 40 42 45 | 40	jmdict
パディ	47	41	41 | 47 | 47	corpus
パトロン	24	22	24 | 22 | 24	jmdict
パドック		17 44 47	47 | 17 | 44	jmdict
パフ	45	43	45 | 45 | 43 45	corpus
パフォーマンス	14 32	13	13 32 | 14 32 | 14 32	corpus
パブ	44	38	44 | 38 44 | 44	corpus
パブリック	25	26	26 | 25 | 25	jmdict
パラ		19 33 40	19 | 33 | 40	corpus
パラソル	45	40	45 | 40 | 45	jmdict
パリーグ	27	33	27 | 27 33 | 27	jmdict
パンアメリカニズム	36	26	36 | 36 | 26 36	jmdict
パンク	15 32	13 33	13 32 33 | 15 32 | 15 32	jmdict
パンチ	14 45	15	14 45 | 15 45 | 14 45	jmdict
パンパ	50	26	26 | 50 | 50	jmdict
パンフ	40	32	32 | 40 | 40	corpus
パンフレット	40	32	40 | 32 40 | 40	corpus
パー	19	20	19 20 | 19 | 19	corpus
パーキング	17	47	17 | 47 | 17	corpus
パーサー	45	24	45 | 45 | 24 45	corpus
パーセプトロン	45	30	30 45 | 45 | 45	jmdict
パーソナリティー	30	24	30 | 30 | 24 30	jmdict
パーティ	35	27 36	27 35 36 | 35 | 35	corpus
パーティー	35	27 36	27 35 | 35 36 | 35	jmdict
パート	19 38	32	19 38 | 19 38 | 19 32 38	corpus
パープル	18	13	13 | 18 | 18	jmdict
パーマ	56	15	56 | 56 | 15 56	corpus
パームボール		11 15 45	45 | 11 | 15	jmdict
パーラー	44	38	38 44 | 44 | 44	jmdict
パール	51	40	40 51 | 51 | 51	jmdict
ヒス	30	50	50 | 30 | 30	corpus
ヒステリー	30	57	30 | 30 | 30 57	jmdict
ヒット	15 19 32	13	15 19 32 | 15 32 | 13 15 19	corpus
ヒッピー	20	24 33	20 | 24 33 | 20	jmdict
ヒマラヤ	50	26	50 | 50 | 26 50	jmdict
ヒロイン		20 24 32	32 | 24 | 20	jmdict
ヒンドゥー	23	33	33 | 23 | 23	jmdict
ヒーリング	15	30	15 | 15 | 30	jmdict
ヒール	42 56	24	24 42 56 | 42 56 | 42	jmdict
ヒーロー	20	32	20 | 20 32 | 20	jmdict
ビアガーデン	44	38	44 | 44 | 38	jmdict
ビクトリー	13	10	10 | 13 | 13	jmdict
ビジョン	30	56	30 | 30 | 30 56	jmdict
ビタミン	43	51	43 | 43 | 51	jmdict
ビッグバン	52	50	52 | 52 | 50 52	jmdict
ビネ		11 30 40	40 | 11 | 30	corpus
ビバーク	44	15	15 | 44 | 44	jmdict
ビュー	17 18	30 40	17 18 | 17 30 40 | 18	corpus
ビラ	40	31	40 | 40 | 31 40	jmdict
ビルダ	45	24	45 | 24 45 | 45	corpus
ビルトイン	18	44	18 | 18 | 44	jmdict
ビーコン	45	10 31	10 45 | 31 45 | 45	corpus
ビーズ	40	41	40 | 40 41 | 40	jmdict
ビーム	44 50	41	44 50 | 44 50 | 41 44 50	jmdict
ピアス	42	40	42 | 40 | 42	jmdict
ピアニスト	24	32	24 | 24 | 24 32	jmdict
ピアフ	20	24	20 | 24 | 20	corpus
ピケ	42	35 36	35 42 | 36 | 42	jmdict
ピッチ	17 19 31 41 50	18	17 19 31 41 50 | 17 19 41 | 17 18 19 31 50	jmdict
ピッチャー	24 40	45	24 40 | 24 45 | 24 40	jmdict
ピブロック		11 40 45	45 | 40 | 11	corpus
ピリ		13 30 54	54 | 13 | 30	jmdict
ピント	18	17	17 | 18 | 18	jmdict
ピース	13 18	40	13 40 | 13 18 | 18	corpus
ファイア	50	46	46 50 | 50 | 50	corpus
ファイト	14	15 35	14 | 14 | 15 35	jmdict
ファイナル	15	10	15 | 15 | 10 15	jmdict
ファイナルセット	16	10	16 | 16 | 10	jmdict
ファイナンス	37	38	37 | 37 | 37 38	jmdict
ファイバ	41	51	41 51 | 41 | 41	corpus
ファイブスター	13	19	13 | 13 19 | 13	jmdict
ファイリングシステム	30	45	30 | 45 | 30	jmdict
ファウル	34	10	10 | 34 | 34	jmdict
ファクシミリ	45	31	45 | 45 | 31 45	jmdict
ファシスト	24	20 36	24 | 24 | 20 36	jmdict
ファシリティ	44	45	44 | 44 | 44 45	jmdict
ファスナー	42	45	42 | 45 | 42	jmdict
ファブリック	41	27	27 41 | 41 | 41	corpus
ファンキー	32	13	13 32 | 32 | 32	jmdict
ファンサイト		31 32 40	31 | 40 | 32	jmdict
ファンダメンタルズ	13	37	13 37 | 13 | 13	jmdict
ファー	41	42	41 | 41 42 | 41	corpus
ファース		11 32	11 | 32	corpus
ファースト	17	19 24	17 | 17 24 | 19	corpus
ファーム	47	38	47 | 47 | 38 47	corpus
ファームウェア		32 40 45	40 | 45 | 32	corpus
フィギュア	40	18 32	40 | 18 32 40 | 40	jmdict
フィッシング	30	10 15	30 | 10 30 | 15	corpus
フィット	13	18	18 | 13 | 13	jmdict
フィットネス	56	33	56 | 33 56 | 56	jmdict
フィナカップ	10	33	10 | 10 | 33	jmdict
フィヨルド	50	17	17 | 50 | 50	jmdict
フィルダースチョイス	33	15	15 | 33 | 33	jmdict
フィン	45	55 56	45 | 45 55 | 56	corpus
フィールド	17	10 47	10 17 47 | 17 | 17	corpus
フィールドワーク	30	38	30 | 38 | 30	jmdict
フェア	13 33	35 37	13 33 | 33 37 | 13 35	jmdict
フェイク	10	40	10 | 10 | 10 40	corpus
フェミニスト	20	24 30	20 30 | 24 | 20	jmdict
フェラチオ	35	15	35 | 35 | 15	jmdict
フェロモン	51	53	51 | 51 53 | 51	jmdict
フェース	18	56	18 | 18 | 18 56	corpus
フェーズ	15	13	15 | 13 | 15	corpus
フォア	17	33	33 | 17 | 17	jmdict
フォアハンド		15 18 30	15 | 18 | 30	jmdict
フォアボール	15	33	33 | 15 | 15	jmdict
フォト	32	40	32 | 32 40 | 32	jmdict
フォント	18	32	18 | 18 32 | 18	corpus
フォークボール		11 18 30 40	11 | 30 | 18 40	jmdict
フォージ	44	45	45 | 44 | 44	corpus
フォーム	18	40	18 | 18 | 18 40	corpus
フォーラム	35	17 27	35 | 27 35 | 17 35	corpus
フォール	15	16	15 16 | 15 | 15	corpus
フガード		11 24 40	40 | 24 | 11	corpus
フス	20	43	20 | 43 | 20	corpus
フットボール	33	40	33 | 33 | 33 40	jmdict
フットワーク	15	56	15 56 | 15 | 15	jmdict
フューチャー	16	37	16 | 16 37 | 16	jmdict
フライ	15 43	55	15 43 | 15 43 | 43 55	corpus
フライ級	11	19	11 | 11 19 | 11	jmdict
フラグ	10	18 40	18 | 10 | 10 40	corpus
フラッシュ	46	15	46 | 46 | 15	corpus
フランス料理	43	33	33 43 | 43 | 43	jmdict
フラー		20 24 45	20 | 24 | 45	corpus
フリンジ	42	17	42 | 17 42 | 42	jmdict
フリー	13	24	13 | 24 | 13	corpus
フリーダイヤル	31	35	31 | 31 | 35	jmdict
フリーハンド	30	32 34	30 32 34 | 30 | 30	jmdict
フリーパス	40	34	34 40 | 40 | 40	jmdict
フレッシュ	13	24	13 24 | 13 | 13	jmdict
フレーズ	31	32	31 | 31 | 31 32	corpus
フレーバー	43	11	11 43 | 43 | 43	jmdict
フレーム	18 40	45	18 40 | 18 40 45 | 18 40	corpus
フレームワーク	30	45	30 | 30 | 30 45	corpus
フロア	44	17	44 | 44 | 17 44	jmdict
フロック	42	13	42 | 42 | 13	jmdict
フロッピー	45	40	45 | 45 | 40	jmdict
フロッピーディスク	40	45	40 | 40 | 45	jmdict
フロンティア	17	26	17 | 26 | 17	corpus
フロント	27	17	27 | 17 27 | 27	corpus
フロー	15	30	15 30 | 15 | 15	corpus
フロート	40	43 45	43 45 | 40 | 40	jmdict
ブイ	45	40	40 | 45 | 45	corpus
ブックメーカー	24	37 38	24 37 | 24 | 24 38	jmdict
ブラス	41	32 51	41 | 41 | 32 51	corpus
ブラックボックス	45	30 40	45 | 30 40 | 45	corpus
ブラックリスト	31	10 32	31 | 10 | 31 32	corpus
ブランチ	27 54	32 43	32 54 | 27 43 54 | 27 54	corpus
ブランド名	31	11	31 | 11 | 31	corpus
ブリーチ	10	15	10 | 10 | 10 15	corpus
ブル	55	45	45 55 | 55 | 55	jmdict
ブルジョア	24	26	24 | 26 | 24	jmdict
ブルセラ	42	37 53	53 | 37 42 | 42	jmdict
ブルー	18 30	13	18 | 18 30 | 13 30	corpus
ブルーバード	55	45	45 55 | 55 | 55	jmdict
ブレイク	15	13 16	15 | 13 15 | 15 16	corpus
ブレスレット	40	42	40 | 40 | 42	jmdict
ブレンド	15	51	15 | 15 51 | 15	jmdict
ブレーキ	45	30	45 | 45 | 30 45	jmdict
ブレーク	15	16	15 | 15 | 15 16	corpus
ブロンズ	51	41	51 | 51 | 41	jmdict
ブローカー	24 38	37	24 38 | 24 37 | 24 38	corpus
ブンド	27	36 37	27 | 27 36 | 37	jmdict
ブーイング	31	35	35 | 31 | 31	jmdict
ブーケ	40	54	40 54 | 40 | 40	jmdict
ブーメラン	45	40	45 | 45 | 40 45	jmdict
プッシュ	15	31	15 31 | 15 | 15	corpus
プラ	41	51	51 | 41 | 41	corpus
プライア	26	45	45 | 26 | 26	corpus
プラス	13 19	15	13 19 | 19 | 13 15	jmdict
プラットフォーム	45	17 36 40	40 | 17 36 45 | 45	corpus
プラットホーム	44 45	17	17 | 44 45 | 44 45	jmdict
プランター	45	40	45 | 40 | 45	jmdict
プリーツ	42	18	18 42 | 42 | 42	jmdict
プルークボーゲン	15	30	15 | 15 | 30	jmdict
プレイ	32	33	32 | 32 | 33	corpus
プレイヤー	24	45	24 | 24 | 24 45	corpus
プレスセンター	27	44	27 | 27 44 | 27	jmdict
プレスリリース	31	32	31 | 31 | 31 32	corpus
プレビュー	32	15 18	18 32 | 32 | 15	corpus
プレミア	13 37	32	13 37 | 13 32 | 37	corpus
プレリュード	32	15	32 | 32 | 15 32	jmdict
プレース	17	15	17 | 15 17 | 17	corpus
プレート	40 41	45 51	40 41 | 40 51 | 40 41 45	corpus
プログラム	32 45	31	31 32 45 | 32 45 | 45	corpus
プロセス	15	30 45	15 30 | 15 45 | 15	corpus
プロダクト	40	38	38 40 | 40 | 40	jmdict
プロテクション	30	15	30 | 30 | 15	corpus
プロテスタント	33	24	24 33 | 33 | 33	jmdict
プロパティ	13	40	13 | 13 | 13 40	corpus
プロパン	51	41	41 51 | 51 | 51	jmdict
プロフィール	18	20 31	20 | 18 31 | 18	corpus
プロポーザル	31	10 38	31 | 31 38 | 10 31	jmdict
プロモート	15	38	38 | 15 | 15	jmdict
プロレス	33	32	33 | 33 | 32 33	jmdict
プロンプター	45	24	24 45 | 45 | 45	jmdict
プール	19 44	27	19 44 | 27 44 | 19 44	corpus
ヘアケア	56	30	30 | 56 | 56	jmdict
ヘッジファンド	27	38	27 38 | 27 | 27	corpus
ヘッダー	40	31 32	40 | 32 40 | 31	corpus
ヘッド	24 45 56	18	45 56 | 24 45 56 | 18 24 45 56	corpus
ヘッドライト	46	45	46 | 45 46 | 46	jmdict
ヘラクレス	20	55	20 55 | 20 | 20	jmdict
ヘル	17	26	17 | 26 | 17	corpus
ヘルス	57	56	56 | 57 | 57	corpus
ヘルニア	57	56	57 | 57 | 56	jmdict
ヘルプ	31	30 35	31 35 | 31 | 30	corpus
ベア	55	37	55 | 37 55 | 55	corpus
ベジタブル	43	54	43 | 43 54 | 43	jmdict
ベストセラー	32	37 40	32 40 | 32 37 | 32	jmdict
ベタ	55	13	55 | 55 | 13	jmdict
ベネチアングラス	40	41 51	40 41 | 40 | 40 51	jmdict
ベンダー	27	37 38	27 37 | 27 38 | 27	corpus
ベンチ	40	30	40 | 30 | 40	corpus
ベンチャーキャピタル	37 38	27	27 37 | 38 | 37 38	corpus
ベーカリー	38	44	38 | 38 44 | 38	jmdict
ベースアップ	37	15	15 37 | 37 | 37	jmdict
ベースキャンプ	17	44	17 | 17 44 | 17	jmdict
ベータ		11 13 18	18 | 13 | 11	corpus
ペアリング	15 35	40	15 | 15 35 | 35 40	corpus
ペナルティ	34	37	34 | 34 37 | 34	corpus
ペナルティー	34	36	34 | 34 36 | 34	jmdict
ペルシャ	26	23 31	26 | 23 26 31 | 26	corpus
ペレストロイカ	36	33	36 | 33 | 36	jmdict
ペンタゴン	27 44	18	18 27 44 | 27 44 | 27 44	jmdict
ペンネーム	20	32	20 | 32 | 20	jmdict
ペース	19	15	15 | 19 | 19	corpus
ペースメーカー	45	24 56	45 56 | 45 | 24 45	jmdict
ホス	24	45	24 | 24 | 45	corpus
ホスト	45	20 24	20 45 | 24 45 | 45	corpus
ホック	42	45	45 | 42 | 42	jmdict
ホット	43	50	43 | 50 | 43	jmdict
ホットライン	31	35 45	35 | 31 | 31 45	jmdict
ホラー	32	30	30 32 | 32 | 32	jmdict
ホルモン	51 56	43	51 | 43 56 | 51 56	jmdict
ホログラフィ	32	30	30 | 32 | 32	jmdict
ホログラム	40	18 32	18 40 | 32 | 40	jmdict
ホワイト	18	13	18 | 13 | 18	corpus
ホワイトニング	15	56	15 56 | 15 | 15	jmdict
ホワイトハウス	27 44	36	27 44 | 27 44 | 36 44	corpus
ホーマー	15	24	15 | 15 | 15 24	jmdict
ホームステイ	33	44	44 | 33 | 33	jmdict
ホームセキュリティ	30	45	30 | 30 | 45	jmdict
ホームドラマ	32	33	32 33 | 32 | 32	jmdict
ホームルーム	33	35	33 | 35 | 33	jmdict
ホール	44	17	17 44 | 44 | 44	corpus
ホーン	45	20 56	45 56 | 45 | 20	corpus
ボイス	31 56	50	31 | 31 50 56 | 31 56	corpus
ボクサー	24 42	55	24 42 | 24 | 24 42 55	jmdict
ボサノバ	32	33	32 33 | 32 | 32	jmdict
ボタン	45	42	45 | 45 | 42 45	corpus
ボディーブロー	15	14	15 | 15 | 14 15	jmdict
ボトム	18 42	17 19	18 42 | 17 42 | 18 19 42	jmdict
ボルテージ	14 50	19	14 50 | 14 50 | 19	jmdict
ボルト	45	19	45 | 45 | 19 45	jmdict
ボレー	15	33	15 | 33 | 15	corpus
ボン		26 33 50	26 | 33 | 50	corpus
ボンベ	40	45	40 | 45 | 40	corpus
ボーカラー	18	24	18 | 18 | 24	jmdict
ボーダー	17 18	42 55	17 18 42 55 | 17 18 | 17 18	jmdict
ボートピープル	20	22	20 | 20 | 22	jmdict
ポイント	19	30 37	19 | 19 | 19 30 37	corpus
ポケット	42	40	40 | 42 | 42	corpus
ポジ	13	40	13 | 13 | 13 40	corpus
ポジション	13 17	24 30	13 17 24 | 13 17 | 17 30	jmdict
ポジティブ	13	30	13 30 | 13 | 13	jmdict
ポスト	25 45	32	45 | 25 45 | 25 32 45	corpus
ポット	45	40	45 | 45 | 40 45	corpus
ポップ	32	40	32 | 32 | 32 40	corpus
ポテト	43	54	43 | 43 54 | 43	jmdict
ポリ	24 41	42	24 41 | 41 | 24 41 42	jmdict
ポリス	27	24 26	24 27 | 26 27 | 27	jmdict
ポリプロピレン	41	51	41 51 | 41 | 41	jmdict
ポリープ	56	53	53 56 | 56 | 56	jmdict
ポルト	17	26 43	17 | 17 | 26 43	corpus
ポンス	43	56	43 | 43 | 56	corpus
ポンポン	40	56	40 | 40 | 40 56	jmdict
ポーズ	18	15	18 | 18 | 15 18	jmdict
ポータブル	45	40	45 | 45 | 40	corpus
ポータル	17 27	44	17 27 | 27 | 17 44	corpus
ポート	45	17	45 | 17 45 | 45	corpus
ポートフォリオ	32 37	40	32 37 40 | 32 37 | 32 37	jmdict
ポーラ	20	27	20 | 20 | 27	corpus
マイクロ	19	45	19 45 | 19 | 19	corpus
マイナー	24 45	13 32	13 24 32 | 24 45 | 45	corpus
マイノリティ	26	23	26 | 26 | 23	corpus
マイペース	30	13	30 | 30 | 13	jmdict
マウンティング	35	15	35 | 15 35 | 35	jmdict
マウント	15 45	36	15 36 45 | 45 | 15	jmdict
マウンド	17	18 50	17 50 | 17 | 18	jmdict
マカダム	41	44 47	41 47 | 41 | 41 44	jmdict
マキシム	20	30	20 | 20 | 30	corpus
マグナム	45	40	40 45 | 45 | 45	jmdict
マグニチュード	19	50	19 50 | 19 | 19	jmdict
マグネット	51	45	51 | 51 | 45	jmdict
マグマ	51	50	51 | 50 51 | 51	jmdict
マサ	51	20	20 | 51 | 51	corpus
マザリング	21	33	21 33 | 21 | 21	jmdict
マザーグース	32	33	32 33 | 32 | 32	jmdict
マジック	32	45	32 | 32 45 | 32	corpus
マス	18 55	19	18 55 | 18 19 55 | 18 55	corpus
マスク	42	45	42 | 42 | 42 45	corpus
マスコット	40	32	32 | 40 | 40	jmdict
マスター	24 40	45	24 | 24 40 | 24 40 45	corpus
マスターキー	45	30	45 | 45 | 30 45	corpus
マスト	45	34	34 45 | 45 | 45	jmdict
マッキントッシュ	45	42	42 45 | 45 | 45	jmdict
マック	38 45	27	27 45 | 38 45 | 38 45	jmdict
マッサージ	15	56	15 | 15 56 | 15	jmdict
マッチ	46	13 15 33 35	13 46 | 15 33 46 | 35 46	corpus
マッチプレー	33	11	11 33 | 33 | 33	jmdict
マップ	17	40	17 40 | 17 | 17	corpus
マドラス	26 41	42	41 | 26 41 | 26 42	jmdict
マナー	33	35	35 | 33 | 33	jmdict
マニア	20	24	20 | 20 | 24	corpus
マニアック	13	30	30 | 13 | 13	jmdict
マニフェスト	31 36	10 32 40	32 40 | 10 31 36 | 31 36	corpus
マニュアル	30	32 40	30 | 30 40 | 30 32	jmdict
マメ	43 54	30 56	54 | 43 54 56 | 30 43	corpus
マリファナ	54	41	54 | 54 | 41 54	jmdict
マリン	50	17	50 | 17 | 50	jmdict
マンスリー	16	32	16 | 16 32 | 16	jmdict
マンパワー	24	14	24 | 14 24 | 24	jmdict
マンホール	44	45	44 | 45 | 44	jmdict
マーカー	18	40 45	40 | 18 | 18 45	corpus
マークアップ	31	32	31 | 31 | 31 32	corpus
マージン	17 37	19	17 37 | 19 37 | 17 37	jmdict
マーチ	32	16	32 | 16 32 | 32	jmdict
マート	44	38	38 44 | 44 | 44	corpus
マーブル	18 51	41	18 41 | 51 | 18 51	jmdict
ミキサー	45	35	45 | 45 | 35 45	corpus
ミサイル	45	40	45 | 45 | 40	jmdict
ミステリー	32	10	32 | 32 | 10 32	jmdict
ミスプリント	32	10	32 | 32 | 10	jmdict
ミッション		10 30 34	30 | 10 | 34	corpus
ミディ	42	18	42 | 42 | 18	jmdict
ミトコンドリア		51 53 56	51 | 56 | 53	jmdict
ミドル	19	20	19 | 19 | 19 20	corpus
ミドルホール		11 17 33	33 | 17 | 11	jmdict
ミニチュア	40	18	40 | 18 | 40	jmdict
ミミック		18 53 55	18 | 55 | 53	jmdict
ミュー	18	19	18 | 18 | 18 19	corpus
ミューズ	32	20	20 32 | 32 | 32	jmdict
ミリタリールック	42	18	42 | 18 42 | 42	jmdict
ミール	43	52	43 52 | 43 | 43	jmdict
ムシ	55	30	55 | 55 | 30 55	corpus
ムスタング	55	40	40 55 | 55 | 55	jmdict
ムトン	42	43	43 | 42 | 42	corpus
ムード	30	13	13 30 | 30 | 30	jmdict
ムーラン	45	32	45 | 32 | 45	jmdict
メイク	40	42	42 | 40 | 40	jmdict
メイクアップ	40	42	40 | 42 | 40	jmdict
メイン	13 26	17	13 | 17 26 | 13 26	jmdict
メインテーブル	45	40	40 | 45 | 45	jmdict
メカニズム	30	15 18	30 | 15 30 | 18	corpus
メキシコ湾	17	26	17 | 17 | 26	jmdict
メコンデルタ	26	17 50	17 50 | 26 | 26	jmdict
メシア	20	33	20 | 20 33 | 20	jmdict
メジャー	18 45	13	13 45 | 18 45 | 18 45	corpus
メソジスト	33	24	24 | 33 | 33	jmdict
メタボリック	56	13	13 | 56 | 56	jmdict
メタル	51	32 41	51 | 41 51 | 32 51	corpus
メッカ	26	17	26 | 17 | 26	jmdict
メッシュ	18 45	27	45 | 18 27 | 18 45	corpus
メッセンジャー	24 45	31	24 31 | 24 45 | 24 45	corpus
メニュー	40	11 43	40 | 40 43 | 11 40	corpus
メモ	40	31 32	32 40 | 40 | 31	corpus
メモランダム	31	32 40	31 40 | 32 | 31	corpus
メモリ	45	30	30 45 | 45 | 45	corpus
メモリ割り当て	15	45	15 | 15 | 15 45	corpus
メルクマール	30	13	30 | 30 | 13	jmdict
メロン	43	54	43 | 43 | 43 54	jmdict
メン	43	24	24 | 43 | 43	corpus
メーカー	27	38	38 | 27 | 27	corpus
メート	22	19	19 | 22 | 22	corpus
モダニズム	32	33	32 33 | 32 | 32	jmdict
モックアップ	18	40	18 40 | 18 | 18	jmdict
モデル	18 24 30	11	18 24 30 | 11 18 24 30 | 18	corpus
モデルガン	40	45	40 | 45 | 40	jmdict
モニュメント	32 40	44	32 44 | 32 40 | 40	jmdict
モラトリアム	16	37	16 37 | 16 | 16	jmdict
モラル	34	30	34 | 34 | 30	jmdict
モルモット	55	22	55 | 55 | 22 55	jmdict
モンテカルロ	26	30	26 | 26 30 | 26	jmdict
モーターショー	33	32	32 | 33 | 33	jmdict
モード	18	13	18 | 18 | 13 18	corpus
モール	44	42	44 | 44 | 42 44	jmdict
ヤンキー	20 23	24	20 23 | 23 24 | 20 23	jmdict
ユニット	19 27 45	37	19 37 45 | 19 27 45 | 19 27 45	corpus
ユリア	20	51	51 | 20 | 20	jmdict
ユーレカ	31	30	31 | 31 | 30	jmdict
ヨット	45	40	45 | 45 | 40	jmdict
ヨットハーバー	17	44	44 | 17 | 17	jmdict
ヨーク	42	26	42 | 42 | 26	corpus
ラ	32	31	32 | 31 | 32	corpus
ライタ	24	45	24 | 24 | 45	corpus
ライター	24	45 46	24 | 24 45 | 24 46	corpus
ライブラリ	45	40	40 | 45 | 45	corpus
ライブラリー	27 44	45	27 45 | 27 44 | 27 44	jmdict
ライン	17 18 38	31	18 38 | 17 31 38 | 17 18	corpus
ラウ	11	20	11 | 20 | 11	corpus
ラウンド	16	33	16 33 | 16 | 16	corpus
ラグ	16	40	16 40 | 16 | 16	corpus
ラジアル	18	40	18 | 18 | 40	jmdict
ラスター	32	18 40	32 | 18 | 32 40	corpus
ラスト	16	18	16 | 16 18 | 16	corpus
ラストスパート	15	14	15 | 15 | 14	jmdict
ラッカ	26	41	26 | 41 | 26	corpus
ラッカー	41	51	41 | 41 | 41 51	corpus
ラッセル	45	15	45 | 15 | 45	jmdict
ラッド	20	19	19 | 20 | 20	corpus
ラッパー	45	24	45 | 45 | 24 45	corpus
ラップ	32 41	15 40	15 32 40 | 32 41 | 32 41	corpus
ラフ	32	47	32 | 32 47 | 32	corpus
ラフト	45	40	45 | 40 | 45	corpus
ラフプレー	15	35	35 | 15 | 15	jmdict
ラベル	40	11	11 40 | 40 | 40	corpus
ラリ		13 30 35	35 | 30 | 13	corpus
ラリー	35	33	35 | 35 | 33 35	corpus
ランダム化	15	30	15 30 | 15 | 15	corpus
ランド		17 26 37	37 | 26 | 17	corpus
ランドマーク	17	44	17 44 | 17 | 17	jmdict
ランニング	15 42	38	15 | 15 38 42 | 15 42	corpus
ラーゲ	13	17 44	13 17 | 13 | 44	jmdict
ラーフ	52	40	40 | 52 | 52	corpus
リア	17	18	17 18 | 17 | 17	corpus
リアクション	15	35	15 | 15 | 15 35	jmdict
リクルート	38	15	15 | 38 | 38	corpus
リコール	15 36	30	15 36 | 15 36 | 15 30 36	jmdict
リザーブ	35	37 40	35 | 35 37 | 35 40	jmdict
リスト	31	11 40	31 | 11 40 | 31	corpus
リスナー	24	20	20 | 24 | 24	corpus
リズム	18	13 32	13 | 18 | 18 32	corpus
リソース	41	40	40 | 41 | 41	corpus
リゾート	17	44	44 | 17 | 17	jmdict
リッジ	50	17	17 | 50 | 50	corpus
リッピ	20	11	11 | 20 | 20	corpus
リップ	42 56	40	42 56 | 42 56 | 40 56	corpus
リトグラフ	32	40	32 40 | 32 | 32	jmdict
リネーム	15	31	15 31 | 15 | 15	jmdict
リハ	15	32	15 | 15 32 | 15	corpus
リピ		15 24 37	24 | 15 | 37	jmdict
リピーター	22 45	24	22 45 | 22 | 24 45	jmdict
